word	count	ipa	variants	route	confidence	reason	layer
מ'ווארט	3	mvɔrt		rule	MED	clitic	G
רות	3	ris	rus	rule	LOW	sefaria-pointed	L
אריינגעשטעלט	3	arˈaːnɡəʃtəlt		rule	LOW	alef-default	G
מברכים	3	mbrxim		rule	MED		G
ניי	3	naː		lexicon	HIGH		G
מריבה	3	mrˈibə		rule	MED		G
מטרה	3	mtrə		fallback	LOW	lk-fallback	L
משריש	3	mʃriʃ		rule	MED		G
טראכסט	3	traxst		rule	LOW	alef-default	G
מסכתא	3	məsˈɛxtə		rule	LOW	printed-respelling	L
תענית	3	tˈunəs		lexicon	HIGH		L
חברים	3	xˈavajrim		lexicon	HIGH		L
אִישׁ	3	iʃ		rule	MED		G
סארטן	3	sartn		rule	LOW	alef-default	G
וואספארא	3	vˈasfara		rule	LOW	alef-default,pe-default	G
פארטיפן	3	fartˈifn		rule	LOW	alef-default,pe-default	G
וַיֵּלֶךְ	3	vˈaajləx		rule	MED		G
ובא	3	ˈiba		rule	LOW	alef-default	G
משל	3	mɔʃl		lexicon	HIGH		L
דופק	3	difk		rule	LOW	pe-default	G
עירפארט	3	ˈajrfart		rule	LOW	alef-default,pe-default	G
געהאפט	3	ɡəhˈaft		rule	LOW	alef-default,pe-default	G
אמת'דיג	3	ˈɛməzdiɡ	ˈɛməzdik	rule	LOW	alef-default,lk-fallback	L
אויפוועקן	3	ˈɔjfvəkn		rule	LOW	alef-default,pe-default	G
ווארטסט	3	varʦt		rule	LOW	alef-default	G
מים	3	mim		rule	MED		G
טהורים	3	thˈirim		rule	MED		G
אויפמאכן	3	ˈoʊfmaxn		rule	MED	prefix-rescue:gold+אויפ	G
קליינער	3	klˈajnər		rule	MED		G
אִם	3	im		rule	MED		G
יקבצך	3	ikbʦx		rule	MED		G
יקחך	3	ikx		fallback	LOW	lk-fallback	L
הגאולה	3	hɡˈilə		rule	LOW	alef-default	G
אחוה	3	ˈaxi		fallback	LOW	alef-default,lk-fallback	L
סכסוך	3	sxsix		rule	MED		G
הנהגה	3	hanhˈuɡə	hanhˈɔɡə	rule	LOW	printed-respelling	L
בקצה	3	bkʦə		fallback	LOW	lk-fallback	L
צואה	3	ʦˈia		rule	LOW	alef-default	G
בדרכיו	3	bdrxji		fallback	LOW	vowel-ratio	G
פירוד	3	fˈirid	fˈirit	rule	LOW	pe-default	G
קראך	3	krax		rule	LOW	alef-default	G
באהאלטסטו	3	bahˈalʦti		rule	LOW	alef-default	G
טויג	3	tɔjɡ	tɔjk	rule	MED		G
היטן	3	hitn		rule	MED		G
שיפט	3	ʃift		rule	LOW	pe-default	G
אויסגעשטרעקט	3	ˈoʊzɡəʃtrəkt		rule	LOW	alef-default	G
ואמן	3	ˈiamn		rule	LOW	alef-default	G
מעטשן	3	mɛʧn		rule	MED		G
חגיגה	3	xaɡˈiɡə	xaɡˈiɡu	rule	LOW	sefaria-pointed	L
הָעָם	3	hum		rule	MED		G
טף	3	tf		fallback	LOW	pe-default,lk-fallback	L
שהם	3	ʃˈɛhajm		rule	LOW	sefaria-pointed	L
אראפגעקומען	3	arˈupɡəkimən		rule	MED	prefix-rescue:gold+אראפגע	G
געקאכט	3	ɡəkˈɔxt		lexicon	HIGH		G
בעת	3	bajs	bejs	rule	LOW	printed-respelling	L
כדאיתא	3	xdˈaːsa		fallback	LOW	alef-default,lk-fallback	L
בלאזט	3	bluzt		lexicon	MED	audio-vowel	G
כהנים	3	xhnim		rule	MED		G
לבלתי	3	lvˈilti	ləvˈilti	rule	LOW	sefaria-pointed	L
הפליטה	3	hflˈitə		rule	LOW	pe-default	G
דינטשיגע	3	dˈinʧiɡə		rule	MED		G
דינער	3	dˈinər		rule	MED		G
העמד	3	hɛmd	hɛmt	rule	MED		G
מנדב	3	mənˈadəv	mənˈadəf	rule	LOW	lk-proclitic-pointed:printed-respelling	L
כאן	3	xun		rule	MED	clitic	G
מ'זינדיגט	3	mzˈindiɡt		rule	MED	clitic	G
מ'וואלט	3	mvɔlt		rule	MED	clitic	G
מתאבל	3	misˈabajl		rule	LOW	sefaria-pointed	L
הוכיחן	3	hˈixixajn		rule	LOW	lk-fallback	L
בניו	3	bnji		rule	MED		G
שווייגן	3	ʃvajɡn		rule	MED		G
מוכיחו	3	mˈixixi		fallback	LOW	lk-fallback	L
וחוזר	3	vxˈɔjzajr	vəxˈɔjzajr	rule	LOW	sefaria-pointed	L
ומוכיחו	3	ˈimixixi		fallback	LOW	lk-fallback	L
שנאמר	3	ʃnamr		rule	LOW	alef-default	G
וְאֵת	3	vajs		rule	LOW	lk-fallback	L
הַזֹּאת	3	hˈazɔjs		rule	LOW	alef-default,lk-fallback	L
בשבעים	3	bʒbajm		rule	MED		G
שפראכן	3	ʃpraxn		rule	LOW	alef-default,pe-default	G
בורא	3	bˈira		rule	LOW	alef-default	G
משכן	3	mˈiʃkun		rule	LOW	pointed-audio-endorsed	L
עבד	3	ɛbd	ɛbt	rule	MED		G
משוח	3	muʃˈɔjxa		rule	LOW	model-pointed-guess	L
נס	3	nɛs		rule	LOW	printed-respelling	L
לעצמו	3	lˈɛʦmi		rule	MED		G
"הקב""ה"	3	haj kif bajs haj		rule	LOW	letter-names	A
דרישה	3	drˈiʃə		rule	MED		G
חצות	3	xˈaʦɔjs		rule	LOW	sefaria-pointed	L
קעידזש	3	kajʤ	kajʧ	rule	MED		G
מלכותא	3	malxˈisu	malxˈusu	rule	LOW	sefaria-pointed	L
מעט	3	mɛt		rule	MED		G
מקדים	3	mkdim		rule	MED		G
ענקערע	3	ˈɛnkərə		rule	MED		G
צוהערער	3	ʦˈihərər		rule	MED		G
עציך	3	ˈɛʦix		rule	MED		G
ניצוץ	3	nˈiʦiʦ		rule	MED		G
תפרח	3	sfrx		fallback	LOW	pe-default,lk-fallback	L
מאוד	3	mid	mit	rule	LOW	alef-default	G
שובבים	3	ʃˈibim		rule	MED		G
ומצאוך	3	ˈimʦix		rule	LOW	alef-default	G
מתוך	3	mˈitɔjx		rule	LOW	sefaria-pointed	L
כנגדו	3	xnɡdi		rule	MED		G
קלאגט	3	klaɡt		rule	LOW	alef-default	G
מתעורר	3	msˈɛirr		fallback	LOW	lk-fallback	L
חומות	3	xˈɔjmɔjs		rule	LOW	sefaria-pointed	L
פרידתכם	3	fridsxm		fallback	LOW	pe-default,lk-fallback	L
שנאת	3	sˈinas		rule	LOW	model-pointed-guess	L
שלמה'ניו	3	ʃlmhnji		fallback	LOW	vowel-ratio	G
פלאסטער	3	flˈastər		rule	LOW	alef-default,pe-default	G
יגאלנו	3	ˈiɡalni		rule	LOW	alef-default	G
בעתה	3	bˈituh	bəˈitu	rule	LOW	model-pointed-guess	L
הן	3	hajn		rule	LOW	sefaria-pointed	L
נידריג	3	nˈidriɡ	nˈidrik	rule	MED		G
תדרשנו	3	tidrəʃˈɛnu	tidrʃˈɛni	rule	LOW	sefaria-pointed	L
דורש	3	dirʃ		rule	MED		G
אלקה	3	ˈalkə		rule	LOW	alef-default	G
אויפגעטון	3	ˈoʊfɡətin		rule	MED	prefix-rescue:gold+אויפגע	G
ולמה	3	ˈilmə		rule	MED		G
פרייען	3	frˈajən		rule	LOW	pe-default	G
פארזינדיגט	3	farzˈindiɡt		rule	LOW	alef-default,pe-default	G
איכה	3	ˈixu		lexicon	MED	audio-vowel	G
שעשה	3	ʃˈɛʃə		rule	MED		G
פוגע	3	fˈiɡə		rule	LOW	pe-default	G
דמלכא	3	dmlxa		rule	LOW	alef-default	G
אסיפה	3	ˈasifə		rule	LOW	alef-default,pe-default	G
האי	3	haː		rule	LOW	alef-default	G
חילול	3	xˈiləl		rule	LOW	printed-respelling	L
ארבעטערס	3	ˈarbətərs		rule	LOW	alef-default	G
רכילות	3	rxˈilis	rəxˈilus	rule	LOW	model-pointed-guess	L
געוואונדערט	3	ɡəvˈindərt		rule	LOW	alef-default	G
מאמין	3	mˈamin		rule	LOW	alef-default	G
לביאתו	3	lbˈiasi		fallback	LOW	alef-default,lk-fallback	L
ביאת	3	bˈias		rule	LOW	sefaria-pointed	L
חנניא	3	xanˈanju		rule	LOW	sefaria-pointed	L
בכיה	3	bxi		rule	MED		G
קץ	3	kajʦ		rule	LOW	sefaria-pointed	L
חסרונם	3	xəsrˈɔjnum	xɛsrˈɔjnum	rule	LOW	model-pointed-guess	L
מויל	3	moʊl		lexicon	HIGH		G
נראה	3	nra		rule	LOW	alef-default	G
בּוֹ	3	bɔj		rule	MED		G
חמה	3	xˈamu	xˈajmu|xˈɔjmu	rule	LOW	audio-homograph	L
לבנה	3	lˈɛvɔnə		lexicon	HIGH		L
ארטסקראל	3	ˈarʦkral		rule	LOW	alef-default	G
מאמר	3	mamr		rule	LOW	alef-default	G
מתי	3	mˈati	mˈusaj|məsˈaj|mˈusuj	rule	LOW	audio-homograph	L
והודיע	3	ˈihidiə		rule	MED		G
בגלות	3	bəɡˈuləs		rule	LOW	lk-proclitic:lk-lexicon+ב	L
מזבח	3	mizbˈajxa	mˈizbax|mizˈɛvax	rule	LOW	audio-homograph	L
חכמים	3	xˈaxumim		lexicon	HIGH		L
אויסגעלייזט	3	ˈoʊzɡəlajzt		rule	LOW	alef-default	G
העתידה	3	huasˈidu		rule	LOW	model-pointed-guess	L
מלילה	3	mlˈilə		rule	MED		G
לבוקר	3	lbikr		rule	MED		G
בבוקר	3	bikr		rule	MED		G
ויהי	3	ˈɔjhi		rule	MED		G
"תרע""ב"	3	tuf rajʃ ˈajən bajs		rule	LOW	letter-names	A
קוינו	3	kˈɔjni		rule	MED		G
באור	3	bir		rule	LOW	alef-default	G
ישמעאל	3	ˈiʃməul		lexicon	MED	audio-vowel	G
מטה	3	matˈajə	mˈataj	rule	LOW	model-pointed-guess	L
"באח""ב"	3	bajs ˈaləf xɛs bajs		rule	LOW	letter-names	A
אידעלעך	3	ˈidələx		rule	LOW	alef-default	G
ס'בלייבט	3	sblaːbt		rule	MED	clitic	G
מחיצות	3	mxˈiʦis		fallback	LOW	lk-fallback	L
פרענדלי	3	frˈɛndli		rule	LOW	pe-default	G
פעט	3	fɛt		rule	LOW	pe-default	G
יפול	3	ˈifil		rule	LOW	pe-default	G
קעמערעס	3	kˈɛmərəs		rule	MED		G
מאניטארט	3	mˈanitart		rule	LOW	alef-default	G
חזי	3	xˈazi		rule	LOW	sefaria-pointed	L
פֶּן	3	pɛn		rule	LOW	lk-fallback	L
יֵשׁ	3	jajʃ		rule	MED		G
בָּכֶם	3	bˈuxəm		rule	LOW	lk-fallback	L
אוֹ	3	ɔj		rule	LOW	alef-default	G
זינד	3	zind	zint	rule	MED		G
הדא	3	hda		rule	LOW	alef-default	G
כִּי	3	ki		lexicon	HIGH		L
יָשִׂישׂ	3	jˈusis		rule	MED		G
עָלַיִךְ	3	ˈulix		rule	MED		G
אֱלֹהָיִךְ	3	ˈɛlɔjhix		rule	MED		G
אתן	3	asn		fallback	LOW	alef-default,lk-fallback	L
נכר	3	nxr		fallback	LOW	lk-fallback	L
מושלים	3	mˈiʃlim		rule	MED		G
נִמְצָא	3	nˈimʦu		rule	LOW	alef-default	G
יין	3	jin		rule	MED		G
תחום	3	txim	təxˈum	rule	LOW	sefaria-pointed	L
שטרוי	3	ʃtrɔj		rule	MED		G
מעסער	3	mˈɛsər		rule	MED		G
פוחסין	3	fˈixsin		fallback	LOW	pe-default,lk-fallback	L
הנער	3	hnɛr		rule	MED		G
אנצינדן	3	ˈanʦindn		rule	LOW	alef-default	G
אוכל	3	ixl		rule	LOW	alef-default	G
באדן	3	badn		rule	LOW	alef-default	G
מוחטין	3	mˈixtin		fallback	LOW	lk-fallback	L
להקל	3	lhkl		fallback	LOW	lk-fallback	L
עליו	3	ˈɛlji		rule	MED		G
ממתיק	3	mˈamtik		rule	LOW	model-pointed-guess	L
כדקא	3	xdka		rule	LOW	alef-default	G
יאות	3	jis		fallback	LOW	alef-default,lk-fallback	L
יסלקון	3	ˈislkin		rule	MED		G
לעבודה	3	lˈɛbidə		rule	MED		G
לוויים	3	lvajm		rule	MED		G
רשאין	3	rʃaːn		rule	LOW	alef-default	G
לחלוק	3	laxˈalɔjk		rule	LOW	lk-proclitic-pointed:model-pointed-guess	L
אפטיילן	3	ˈaftajln		rule	LOW	alef-default,pe-default	G
ללא	3	lla		rule	LOW	alef-default	G
הומה	3	hˈimə		rule	MED		G
שוגה	3	ʃˈiɡə		rule	MED		G
יחכם	3	ixm		fallback	LOW	lk-fallback	L
אפלאכן	3	ˈaflaxn		rule	LOW	alef-default,pe-default	G
מדה	3	mˈidə		rule	LOW	pointed-audio-endorsed	L
"רש""י'ס"	3	rajʃ ʃin jid sˈaməx	rajʃ ʃin jit sˈaməx	rule	LOW	letter-names	A
מנחות	3	mənˈuxɔjs	mˈinxɔjs	rule	LOW	audio-homograph	L
טעגליך	3	tˈɛɡləx		rule	MED		G
מסילת	3	msˈilas	məsˈilas	rule	LOW	model-pointed-guess	L
ישרים	3	ˈiʃrim		rule	MED		G
טערמיניגע	2	tˈɛrminiɡə		rule	MED		G
עפעקטן	2	ˈɛfəktn		rule	LOW	pe-default	G
פייערלעשער	2	fˈajərləʃər		rule	LOW	pe-default	G
באזירט	2	bazˈirt		rule	LOW	alef-default	G
טרעיד	2	trajd	trajt	rule	MED		G
מיטצוארבעטן	2	mˈitʦiarbətn		rule	LOW	alef-default	G
אפן	2	afn		rule	LOW	alef-default,pe-default	G
ארגאניזאציע	2	ˈarɡanizaʦiə		rule	LOW	alef-default	G
פאקיסטאן	2	fˈakistan		rule	LOW	alef-default,pe-default	G
ס'גייען	2	sɡˈajən		rule	MED	clitic	G
פרעסע	2	prˈɛsə		lexicon	HIGH		G
סענטראל	2	sˈɛntral		rule	LOW	alef-default	G
קאמערשל	2	kˈamərʃl		rule	LOW	alef-default	G
אויסגעדריקט	2	ˈoʊzɡədrikt		rule	LOW	alef-default	G
באשלוס	2	baʃlˈis		rule	LOW	alef-default	G
לאדענען	2	lˈadənən		rule	LOW	alef-default	G
פינאנץ	2	finˈanʦ		rule	LOW	alef-default,pe-default	G
אנזען	2	ˈunzejn		rule	MED	prefix-rescue:gold+אנ	G
ארומגערעדט	2	arˈimɡərədt		rule	LOW	alef-default	G
פריינטשאפט	2	frˈajnʧaft		rule	LOW	alef-default,pe-default	G
נאכלאזן	2	nˈaxlazn		rule	LOW	alef-default	G
סאנקציעס	2	sˈankʦiəs		rule	LOW	alef-default	G
ווילאנג	2	vˈilanɡ	vˈilank	rule	LOW	alef-default	G
פאטעל	2	fˈatəl		rule	LOW	alef-default,pe-default	G
זוני	2	zˈini		rule	MED		G
באגעגעניש	2	baɡəɡənˈiʃ		rule	LOW	alef-default	G
געמיינזאמע	2	ɡəmˈajnzamə		rule	LOW	alef-default	G
זיצונגען	2	zˈiʦinɡən		rule	MED		G
טאנקערס	2	tˈankərs		rule	LOW	alef-default	G
קאנגרעס	2	kɔnɡrˈɛs		lexicon	HIGH		G
פארבאטן	2	farbˈatn		rule	LOW	alef-default,pe-default	G
אונטערשריפט	2	ˈintərʃrift		rule	LOW	alef-default,pe-default	G
באזע	2	bazˈə		rule	LOW	alef-default	G
שטיצע	2	ʃtˈiʦə		rule	MED		G
קורץ	2	kirʦ		rule	MED		G
מידטוירם	2	mˈidtɔjrm		rule	MED		G
אינטערנאציאנאל	2	ˈintərnaʦianal		rule	LOW	alef-default	G
תימן	2	tˈajmun		rule	LOW	sefaria-pointed	L
אנסארי	2	ˈansari		rule	LOW	alef-default	G
פארס	2	fars		rule	LOW	alef-default,pe-default	G
אראביע	2	ˈarabiə		rule	LOW	alef-default	G
בלומענטאל	2	blˈiməntal		rule	LOW	alef-default	G
קאמפיוטער	2	kˈamfjitər		rule	LOW	alef-default,pe-default	G
קאמפליקאציעס	2	kˈamflikaʦiəs		rule	LOW	alef-default,pe-default	G
געארבעט	2	ɡəˈarbət		rule	MED	prefix-rescue:gold+גע	G
בענסאן	2	bənsˈan		rule	LOW	alef-default	G
קאמפאניס	2	kˈamfanis		rule	LOW	alef-default,pe-default	G
אויסגעפרעגטע	2	ˈoʊzɡəfrəɡtə		rule	LOW	alef-default,pe-default	G
ענטפער	2	ˈɛntfər		rule	LOW	pe-default	G
מאסיווע	2	mˈasivə		rule	LOW	alef-default	G
לענגאויס	2	lˈɛnɡɔjs		rule	LOW	alef-default	G
געפלויגן	2	ɡəflˈɔjɡn		rule	LOW	pe-default	G
ויקהל	2	ɔjkhl		rule	MED		G
בורגום	2	bˈirɡim		rule	MED		G
עפל	2	ɛpl		lexicon	MED	audio-pe	G
פאדערונג	2	fˈadərinɡ	fˈadərink	rule	LOW	alef-default,pe-default	G
צוגאנג	2	ʦˈiɡanɡ	ʦˈiɡank	rule	LOW	alef-default	G
באנוצער	2	banˈiʦər		rule	LOW	alef-default	G
קאונטי	2	kˈinti		rule	LOW	alef-default	G
האקעלע	2	hˈakələ		rule	LOW	alef-default	G
העפטיגע	2	hˈɛftiɡə		rule	LOW	pe-default	G
באפארברייטונג	2	bafarbrˈajtinɡ	bafarbrˈajtink	rule	LOW	alef-default,pe-default	G
קאנפערענץ	2	kanfərˈɛnʦ		rule	LOW	alef-default,pe-default	G
אויסגעשמועסט	2	ˈoʊzɡəʃmiəst		rule	LOW	alef-default	G
שטערקסטע	2	ʃtˈɛrkstə		rule	MED		G
געמיינדע	2	ɡəmˈajndə		rule	MED		G
תיכף	2	tˈajkəf		lexicon	HIGH		L
רוזוועלט	2	rˈizvəlt		rule	MED		G
גבאים	2	ɡbaːm		rule	LOW	alef-default	G
דעלעגאציע	2	dˈɛləɡaʦiə		rule	LOW	alef-default	G
אנוועזנד	2	ˈanvəznd	ˈanvəznt	rule	LOW	alef-default	G
געקרוינט	2	ɡəkrˈɔjnt		rule	MED		G
סוקסעס	2	sˈiksəs		rule	MED		G
גריער	2	ɡrˈiər		rule	MED		G
געיעג	2	ɡˈajəɡ	ɡˈajək	rule	MED		G
קאנאדע'ס	2	kˈanadəs		rule	LOW	alef-default	G
אויפהערן	2	ˈoʊfhirn		rule	MED	prefix-rescue:gold+אויפ	G
באנייט	2	banˈajt		rule	LOW	alef-default	G
אימער	2	ˈimər		rule	LOW	alef-default	G
פענסילוועניע	2	fˈɛnsilvəniə		rule	LOW	pe-default	G
אויפברענגען	2	ˈoʊfbrejnɡən		rule	MED	prefix-rescue:gold+אויפ	G
צופאל	2	ʦˈifal		rule	LOW	alef-default,pe-default	G
געלאנדעט	2	ɡəlˈandət		rule	LOW	alef-default	G
